"word","weight","pronunciation","verb","verbt","verbi","noun","adj","adv","prep","conj","sentence","looklike","homoionym","antonym"
"ignore","29257","/ɪgˈnɔː(r)/","","不顾，不理，忽视","","","","","","","","","",""
"therefore","38371","/ˈðeəfɔː(r)/","","","","","","因此，所以","","","","","",""
"abound","2536","/əˈbaund/","","","富于；充满","","","","","","","","",""
"subjective","4298","/səbˈdʒektɪv/","","","","","主观（上）的","","","","","","",""
"quiver","583","/ˈkwɪvə(r)/","颤抖，抖动","","","","","","","","","","",""
"district","50166","/ˈdɪstrɪkt/","","","","区，地区","","","","","","","",""
"classification","4636","/ˏklæsɪfɪˈkeɪʃn/","","","","分类；级别","","","","","","","",""
"obtain","26380","/əbˈteɪn/","获得，得到；通用，流行","","","","","","","","","","",""
"mandarin","0","/ˈmændərɪn/","","","","橘子；达官贵人，官僚；[M-]普通话","","","","","","","",""
"disturb","5910","/dɪˈstɜːb/","扰乱；弄乱，打乱；打扰，使烦恼","","","","","","","","","","",""
"glorious","3702","/ˈglɔːrɪəs/","","","","","光荣的；壮丽的","","","","","","",""
"fertile","2643","/ˈfɜːtaɪl/","","","","","肥沃的，多产的，富饶的；能繁殖的","","","","","","",""
"sliver","208","/ˈslɪvə(r)/","","","","银；银器","","","","","","","",""
"aspire","2466","/əˈspaɪə(r)/","向往，渴望，追求；有志于，有抱负","","","","","","","","","","",""
"recession","10568","/rɪˈseʃn/","","","","（经济的）衰退，衰退时期；撤回，退回","","","","","","","",""
"miscellaneous","663","/ˏmɪsəˈleɪnɪəs/","","","","","各种各样的；混杂的","","","","","","",""
"reclaim","29","/rɪˈkleɪm/","","纠正；要求归还，收回；开垦（土地）","","","","","","","","","",""
"deflect","1669","/dɪˈflekt/","（使）偏斜，（使）转向","","","","","","","","","","",""
"permeate","1684","/ˈpɜːmɪeɪt/","扩散，弥漫；渗透，渗入","","","","","","","","","","",""
"clinical","15152","/ˈklɪnɪkl/","","","","","临床的；冷静客观的；简朴的，不装饰的","","","","","","",""
"momentum","6476","/məˈmentəm/","","","","动力，冲力，势头；动量","","","","","","","",""
"anatomy","2332","/əˈnætəmɪ/","","","","解剖（学）；解剖结构","","","","","","","",""
"confidence","20855","/ˈkɔnfɪdəns/","","","","信任；信心","","","","","","","",""
"literal","2568","/ˈlɪtərəl/","","","","","照字面的；逐字的","","","","","","",""
"comprehensive","58","/ˏkɔmprɪˈhensɪv/","","","","","全面的，广泛的；综合的；包容的","","","","","","",""
"bureau","0","/ˈbjuərəu/","","","","办公室；机构；局；处；所","","","","","","","",""
"observe","32885","/əbˈzɜːv/","察觉；观察；遵守","","","","","","","","","","",""
"interdependent","841","/ˏɪntədɪˈpendənt/","","","","","互相依赖的，互助的","","","","","","",""
"prominent","11793","/ˈprɔmɪnənt/","","","","","突出的；著名的；显著的","","","","","","",""
"conventional","14105","/kənˈvenʃənl/","","","","","普通的，习惯的；常规的，因循守旧的，传统的","","","","","","",""
"productivity","7042","/ˏprɔdʌkˈtɪvətɪ/","","","","生产力；生产率","","","","","","","",""
"viscous","384","/ˈvɪskəs/","","","","","黏滞的，黏性的","","","","","","",""
"transform","17260","/trænsˈfɔːm/","使改观，改革，改善；变换，把……转换成","","","","","","","","","","",""
"indulge","3114","/ɪnˈdʌldʒ/","沉溺于，纵情于；满足（欲望、兴趣等）；放纵，听任","","","","","","","","","","",""
"personality","18354","/ˏpɜːsəˈnælətɪ/","","","","人格；个性；名人，人物","","","","","","","",""
"definition","18748","/ˏdefɪˈnɪʃn/","","","","定义，释义；清晰（度）","","","","","","","",""
"feminism","2756","/ˈfemɪnɪzəm/","","","","男女平等主义；女权主义；女权运动","","","","","","","",""
"abate","936","/əˈbeɪt/","减轻；降价","","","","","","","","","","",""
"expectation","21710","/ˏekspekˈteɪʃn/","","","","期待，预期；前程，成功的前景","","","","","","","",""
"brilliant","10385","/ˈbrɪlɪənt/","","","","","光辉灿烂的；卓越的，有才华的","","","","","","",""
"hall","41157","/hɔːl/","","","","门厅；礼堂","","","","","","","",""
"seminar","5449","/ˈsemɪnɑː(r)/","","","","（大学的）研究班，研讨会","","","","","","","",""
"charcoal","2762","/ˈtʃɑːkəul/","","","","炭，木炭","","","","","","","",""
"navigable","243","/ˈnævɪgəbl/","","","","","可通航的；适于航行的","","","","","","",""
"contemplate","5393","/ˈkɔntempleɪt/","思量，深思；注视，凝视；打算，预期","","","","","","","","","","",""
"flee","11534","/fliː/","逃走；逃避","","","","","","","","","","",""
"convenience","5364","/kənˈviːnɪəns/","","","","方便；便利设施","","","","","","","",""
"fountain","4944","/ˈfauntɪn/","","","","喷泉","","","","","","","",""
"specify","5732","/ˈspesɪfaɪ/","指定；详细说明","","","","","","","","","","",""
"livelihood","1916","/ˈlaɪvlɪhud/","","","","生活，生计","","","","","","","",""
"logic","9306","/ˈlɔdʒɪk/","","","","逻辑；逻辑学","","","","","","","",""
"metro","7007","/ˈmetrəu/","","","","地下铁路","","","","","","","",""
"civilization","9218","/ˏsɪvəlaɪˈzeɪʃn/","","","","文明（社会），文化","","","","","","","",""
"compendium","502","/kəmˈpendɪəm/","","","","简要，概略","","","","","","","",""
"embark","3249","/ɪmˈbɑːk/","（使）上船或飞机；（使）从事","","","","","","","","","","",""
"deserve","16308","/dɪˈzɜːv/","应得；值得","","","","","","","","","","",""
"eject","1338","/ɪˈdʒekt/","弹出；喷出；驱逐，逐出","","","","","","","","","","",""
"periphery","1676","/pəˈrɪfərɪ/","","","","不重要的部分；外围","","","","","","","",""
"facsimile","463","/fækˈsɪməlɪ/","","","","复制品；副本","","","","","","","",""
"nocturnal","943","/nɔkˈtɜːnl/","","","","","夜晚的；夜晚发生的；夜晚活动的","","","","","","",""
"obstruct","1455","/əbˈstrʌkt/","妨碍，阻止；阻塞；截断","","","","","","","","","","",""
"prohibitive","504","/prəˈhɪbətɪv/","","","","","禁止的，抑制的；令人望而却步的","","","","","","",""
"entwine","560","/ɪnˈtwaɪn/","","使缠住，使盘绕","","","","","","","","","",""
"monumental","2212","/ˏmɔnjuˈmentl/","","","","","纪念碑的，纪念物的；不朽的，有重大意义的","","","","","","",""
"reiterate","2052","/riːˈɪtəreɪt/","","重复，反复；反复地说，重申","","","","","","","","","",""
"jeopardise","0","/ˈdʒepədaɪz/","","危害，使受危困","","","","","","","","","",""
"elusive","3002","/ɪˈluːsɪv/","","","","","难懂的，难捉摸的；易忘的","","","","","","",""
"distinctive","5762","/dɪˈstɪŋktɪv/","","","","","出众的；有特色的","","","","","","",""
"board","4990","/bɔːd/","","","","板；委员会","","","","","","","",""
"prevalent","3069","/ˈprevələnt/","","","","","流行的，普遍的","","","","","","",""
"eminent","1337","/ˈemɪnənt/","","","","","杰出的，显赫的","","","","","","",""
"sucker","143","/ˈsʌkə(r)/","","","","吸盘；吸根，根出条","","","","","","","",""
"scope","10907","/skəup/","","","","眼界，见识；（活动、影响等的）范围；（发挥能力等的）余地，机会","","","","","","","",""
"cooperate","7235","/kəuˈɔpəreɪt/","","","合作，协作","","","","","","","","",""
"applaud","4080","/əˈplɔːd/","（向……）鼓掌，喝彩；称赞","","","","","","","","","","",""
"allowance","2689","/əˈlauəns/","","","","津贴；允许，容忍","","","","","","","",""
"heir","3653","/eə(r)/","","","","继承人","","","","","","","",""
"domestic","249","/dəˈmestɪk/","","","","","本国的；家庭的；驯养的","","","","","","",""
"unexpected","8612","/ʌnɪkˈspektɪd/","","","","","想不到的，意外的","","","","","","",""
"sticky","3441","/ˈstɪkɪ/","","","","","黏性的；（天气）湿热的","","","","","","",""
"competition","30737","/ˏkɔmpəˈtɪʃn/","","","","竞争；比赛","","","","","","","",""
"responsible","29575","/rɪˈspɔnsəbl/","","","","","有责任感的；可靠的","","","","","","",""
"critic","30377","/ˈkrɪtɪk/","","","","批评家；爱挑剔的人","","","","","","","",""
"extensive","12375","/ɪkˈstensɪv/","","","","","广大的，广阔的；广泛的","","","","","","",""
"corridor","9347","/ˈkɔrɪdɔː(r)/","","","","过道，走廊","","","","","","","",""
"imagine","47269","/ɪˈmædʒɪn/","想象；猜想","","","","","","","","","","",""
"interact","6863","/ˏɪntərˈækt/","","相互作用；相互影响","","","","","","","","","",""
"trivial","2237","/ˈtrɪvɪəl/","","","","","无价值的，琐屑的；平庸的，普通的","","","","","","",""
"exorbitant","578","/ɪgˈzɔːbɪtənt/","","","","","过分的，不合理的","","","","","","",""
"region","54996","/ˈriːdʒən/","","","","地区；范围","","","","","","","",""
"steer","411","/stɪə(r)/","引导；驾驶","","","","","","","","","","",""
"infection","13765","/ɪnˈfekʃn/","","","","传染，感染，侵染，传播；传染病","","","","","","","",""
"personnel","15043","/ˏpɜːsəˈnel/","","","","全体人员，员工","","","","","","","",""
"liver","5774","/ˈlɪvə(r)/","","","","生活者，居住者；肝脏","","","","","","","",""
"inflammable","31","/ɪnˈflæməbl/","","","","","易燃的；易怒的","","","","","","",""
"disfigure","446","/dɪsˈfɪgə(r)/","","使毁容，使变丑","","","","","","","","","",""
"surf","2563","/sɜːf/","冲浪","","","","","","","","","","",""
"swear","10079","/sweə(r)/","宣（誓）；诅咒","","","","","","","","","","",""
"create","130994","/kriːˈeɪt/","","创造，创作；产生","","","","","","","","","",""
"impose","15945","/ɪmˈpəuz/","把……强加于；征（税等）；处以（罚款、监禁等）","","","","","","","","","","",""
"explode","10575","/ɪkˈspləud/","（使）爆炸；爆发；激增","","","","","","","","","","",""
"enormous","18678","/ɪˈnɔːməs/","","","","","巨大的，庞大的，极大的","","","","","","",""
"emulate","1896","/ˈemjuleɪt/","","与……竞争，赶上；仿真，模仿","","","","","","","","","",""
"topple","2615","/ˈtɔpl/","倒塌，倒下；打倒，推翻","","","","","","","","","","",""
"collateral","1506","/kəˈlætərəl/","","","","","并行的；间接的，附带的","","","","","","",""
"colossal","1009","/kəˈlɔsl/","","","","","巨大的，庞大的","","","","","","",""
"tackle","3565","/ˈtækl/","对付，处理；向某人提起（问题或困难情况）；（足球等比赛中）抢截，抢球","","","","","","","","","","",""
"supplementary","676","/ˏsʌplɪˈmentrɪ/","","","","","增补的，补充的","","","","","","",""
"scrutiny","5306","/ˈskruːtɪnɪ/","","","","详细检查，细看；监视","","","","","","","",""
"cognition","1593","/kɔgˈnɪʃn/","","","","感知，认知；认识力","","","","","","","",""
"repel","1280","/rɪˈpel/","","击退，驱逐；抵制，拒绝；使反感，使厌恶","","","","","","","","","",""
"domesticate","182","/dəˈmestɪkeɪt/","","驯养，教化；使喜爱家居生活","","","","","","","","","",""
"exhaustive","1054","/ɪgˈzɔːstɪv/","","","","","包揽无遗的，彻底的，详尽的","","","","","","",""
"calibrate","884","/ˈkælɪbreɪt/","","标定，划分；校准刻度","","","","","","","","","",""
"descend","7460","/dɪˈsend/","下来，下降；遗传","","","","","","","","","","",""
"frontier","6376","/ˈfrʌntɪə(r)/","","","","边境，边界；开发地区的边缘地带；前沿，新领域","","","","","","","",""
"solar","13251","/ˈsəulə(r)/","","","","","太阳的；（利用）太阳能的","","","","","","",""
"fusion","2836","/ˈfjuːʒn/","","","","熔化，熔合；聚变","","","","","","","",""
"diversity","15001","/daɪˈvɜːsətɪ/","","","","多样性；差异","","","","","","","",""
"crisis","36835","/ˈkraɪsɪs/","","","","危机；紧要关头，关键阶段","","","","","","","",""
"distract","6338","/dɪˈstrækt/","","转移（注意力）；使分心","","","","","","","","","",""
"frown","1636","/fraun/","","","（表示愤怒或烦心而）皱眉","","","","","","","","",""
"glove","11011","/glʌv/","","","","手套","","","","","","","",""
"astray","49","/əˈstreɪ/","","","","","","迷路地；误入歧途地","","","","","",""
"theory","49179","/ˈθɪərɪ/","","","","理论，原理；学说；意见，看法","","","","","","","",""
"vacancy","1570","/ˈveɪkənsɪ/","","","","空位，空房间；（职位的）空缺，空职；无主意，空虚，茫然若失","","","","","","","",""
"locality","1427","/ləuˈkælətɪ/","","","","位置；地区","","","","","","","",""
"accuracy","7727","/ˈækjərəsɪ/","","","","准确（性），精确（性）","","","","","","","",""
"tolerate","6282","/ˈtɔləreɪt/","","容忍，宽容；容许，承认","","","","","","","","","",""
"afford","20700","/əˈfɔːd/","负担得起","","","","","","","","","","",""
"excellent","17451","/ˈeksələnt/","","","","","极好的；杰出的","","","","","","",""
"connect","24341","/kəˈnekt/","连接，衔接；联合，关联；由……联想到；给……接通电话","","","","","","","","","","",""
"cylinder","3049","/ˈsɪlɪndə(r)/","","","","圆柱体；圆筒；汽缸","","","","","","","",""
"disadvantage","50","/ˏdɪsədˈvɑːntɪdʒ/","","","","缺点，不利","","","","","","","",""
"participate","28621","/pɑːˈtɪsɪpeɪt/","","","参加，参与","","","","","","","","",""
"principle","32204","/ˈprɪnsəpl/","","","","原则，原理；规范，准则；基本信念，信条","","","","","","","",""
"refreshment","830","/rɪˈfreʃmənt/","","","","（精力的）恢复；茶点，点心，饮料","","","","","","","",""
"deteriorate","2545","/dɪˈtɪərɪəreɪt/","变坏，恶化；退化","","","","","","","","","","",""
"upper","245","/ˈʌpə(r)/","","","","","上面的；地位较高的","","","","","","",""
"innocent","883","/ˈɪnəsnt/","","","","","清白的；无害的；天真的","","","","","","",""
"emphasis","16291","/ˈemfəsɪs/","","","","强调；重要性","","","","","","","",""
"duration","4925","/djuˈreɪʃn/","","","","持续，持续的时间，期间","","","","","","","",""
"due","192","/djuː/","","","","","到期的，预期的；应有的，应得的；正当的","","","","","","",""
"keen","172","/kiːn/","","","","","热衷的，热心的，渴望的；敏锐的，敏捷的；激烈的，紧张的；锋利的","","","","","","",""
"worm","324","/wɜːm/","","","","虫，蠕虫；蜗杆，螺纹","","","","","","","",""
"timber","5506","/ˈtɪmbə(r)/","","","","木材，木料；栋木，大梁","","","","","","","",""
"profound","8049","/prəˈfaund/","","","","","深切的，深远的；知识渊博的，见解深刻的，深奥的","","","","","","",""
"permission","9258","/pəˈmɪʃn/","","","","允许，准许","","","","","","","",""
"quota","3977","/ˈkwəutə/","","","","定额，限额，配额","","","","","","","",""
"unconcerned","537","/ˏʌnkənˈsɜːnd/","","","","","漠不关心的；不烦恼的","","","","","","",""
"suspect","271","/səˈspekt/","猜想，怀疑","","","","","","","","","","",""
"condemn","6935","/kənˈdem/","","声讨，极力谴责；给……判刑","","","","","","","","","",""
"transcend","3228","/trænˈsend/","","超越，胜过，优于","","","","","","","","","",""
"horizontal","47","/ˏhɔrɪˈzɔntl/","","","","","地平线的，水平的","","","","","","",""
"adobe","1255","/əˈdəubɪ/","","","","土坯，泥砖","","","","","","","",""
"certify","3002","/ˈsɜːtɪfaɪ/","","证明，保证","","","","","","","","","",""
"allege","4805","/əˈledʒ/","","断言，宣称","","","","","","","","","",""
"amphibious","522","/æmˈfɪbɪəs/","","","","","两栖的；水陆两用的","","","","","","",""
"ascend","1734","/əˈsend/","攀登；上升，升高","","","","","","","","","","",""
"assert","10719","/əˈsɜːt/","断言，声称；坚持","","","","","","","","","","",""
"bewilder","102","/bɪˈwɪldə(r)/","","使迷惑，使昏乱","","","","","","","","","",""
"combination","21540","/ˏkɔmbɪˈneɪʃn/","","","","结合（体），联合（体）；化合","","","","","","","",""
"impact","2794","/ˈɪmpækt/","","","","影响，作用；冲击","","","","","","","",""
"renew","4402","/rɪˈnjuː/","重新开始；恢复；更换，更新；续借","","","","","","","","","","",""
"subsoil","110","/ˈsʌbsɔɪl/","","","","底土，下层土","","","","","","","",""
"bin","0","/bɪn/","","","","大箱子；仓","","","","","","","",""
"evoke","5286","/ɪˈvəuk/","","唤起","","","","","","","","","",""
"flutter","565","/ˈflʌtə(r)/","振（翅），拍打（翅膀）；飘动，晃动；（快速而不规则地）跳动","","","","","","","","","","",""
"desperate","10695","/ˈdespərət/","","","","","绝望的；拼命的，不顾一切的；极度渴望的；危急的","","","","","","",""
"intelligible","566","/ɪnˈtelɪdʒəbl/","","","","","可理解的，明白易懂的，清楚的","","","","","","",""
"essence","9029","/ˈesns/","","","","本质；精髓","","","","","","","",""
"predispose","1000","/ˏpriːdɪˈspəuz/","事先（在某方面）影响某人；偏爱；（使）易受感染（或患病）","","","","","","","","","","",""
"retire","16166","/rɪˈtaɪə(r)/","退休；引退，退隐，撤退","","","","","","","","","","",""
"enlarge","2586","/ɪnˈlɑːdʒ/","扩大，放大，扩充","","","","","","","","","","",""
"occur","56157","/əˈkɜː(r)/","","","发生；存在","","","","","","","","",""
"relate","42517","/rɪˈleɪt/","有关联；讲述，叙述","","","","","","","","","","",""
"stark","164","/stɑːk/","","","","","光秃秃的，赤裸的；荒凉的；完全的","","","","","","",""
"inform","17168","/ɪnˈfɔːm/","通知；向……报告","","","","","","","","","","",""
"nerve","168","/nɜːv/","","","","神经；勇敢","","","","","","","",""
"deadline","7573","/ˈdedlaɪn/","","","","最后期限","","","","","","","",""
"limb","8640","/lɪm/","","","","肢，臂；树枝","","","","","","","",""
"sphere","6259","/sfɪə(r)/","","","","球（体）；范围，领域","","","","","","","",""
"evolution","12018","/ˏiːvəˈluːʃn/","","","","进展；进化","","","","","","","",""
"suitable","5675","/ˈsuːtəbl/","","","","","适当的，相配的；合适的，适宜的","","","","","","",""
"beverage","3225","/ˈbevərɪdʒ/","","","","饮料","","","","","","","",""
"influenza","1384","/ˏɪnfluˈenzə/","","","","流行性感冒","","","","","","","",""
"wander","34","/ˈwɔndə(r)/","徘徊，闲逛，漫步；偏离正道；走神，（神情）恍惚","","","","","","","","","","",""
"classical","8990","/ˈklæsɪkl/","","","","","古典的；传统的；经典的","","","","","","",""
"incorporate","14377","/ɪnˈkɔːpəreɪt/","","把……合并，纳入；包含，吸收","","","","","","","","","",""
"convey","8069","/kənˈveɪ/","","传送，运送；表达，传递","","","","","","","","","",""
"boundary","12890","/ˈbaundrɪ/","","","","分界线；边界","","","","","","","",""
"frank","2297","/fræŋk/","","","","","坦白的，直率的","","","","","","",""
"bonus","7259","/ˈbəunəs/","","","","资金，红利；好处","","","","","","","",""
"starve","2650","/stɑːv/","（使）挨饿；（使）饿死","","","","","","","","","","",""
"refresh","1095","/rɪˈfreʃ/","（使）复原，更新；（使）精神振作，（使）精力恢复","","","","","","","","","","",""
"dystrophy","286","/ˈdɪstrəfɪ/","","","","营养障碍；营养不良","","","","","","","",""
"conduce","46","/kənˈdjuːs/","有益于，有助于；导致","","","","","","","","","","",""
"contaminate","2655","/kənˈtæmɪneɪt/","","","","致污物，污染物","","","","","","","",""
"demerit","116","/diːˈmerɪt/","","","","过失；缺点，短处","","","","","","","",""
"denomination","2175","/dɪˏnɔmɪˈneɪʃn/","","","","命名；（货币等的）单位；宗教派别","","","","","","","",""
"disturbance","3861","/dɪˈstɜːbəns/","","","","扰乱，打扰；骚乱，混乱；心神不安，烦恼","","","","","","","",""
"expiry","21","/ɪkˈspaɪərɪ/","","","","满期，终结","","","","","","","",""
"frequency","12109","/ˈfriːkwənsɪ/","","","","频繁；频率","","","","","","","",""
"hamlet","0","/ˈhæmlɪt/","","","","小村庄","","","","","","","",""
"hence","9036","/hens/","","","","","","因此，所以；今后，从此","","","","","",""
"inadequate","5326","/ɪnˈædɪkwət/","","","","","不充分的；不适当的","","","","","","",""
"outweigh","2043","/ˏautˈweɪ/","","比……重；（在重要性、影响上）比……更重要；胜过，强于","","","","","","","","","",""
"adverse","3731","/ˈædvɜːs/","","","","","不利的，有害的","","","","","","",""
"finale","1765","/fɪˈnɑːlɪ/","","","","（音乐的）终曲；终场","","","","","","","",""
"astonish","1020","/əˈstɔnɪʃ/","","使惊讶，使吃惊","","","","","","","","","",""
"module","3794","/ˈmɔdjuːl/","","","","模块；模式；（航空器中的）舱；组件；单元","","","","","","","",""
"corps","8873","/kɔː(r)/","","","","部队；军团","","","","","","","",""
"petroleum","3500","/pəˈtrəulɪəm/","","","","石油","","","","","","","",""
"magma","472","/ˈmægmə/","","","","岩浆","","","","","","","",""
"debris","5900","/ˈdeɪbriː/","","","","碎屑，残骸；[地质]岩屑","","","","","","","",""
"irony","6237","/ˈaɪərənɪ/","","","","反话，讽刺；出人意料的事情","","","","","","","",""
"contaminate","2655","/kənˈtæmɪneɪt/","","污染","","","","","","","","","",""
"applicant","4578","/ˈæplɪkənt/","","","","申请人","","","","","","","",""
"conclusion","24805","/kənˈkluːʒn/","","","","结论，推论；结束，结尾；[法]缔结，认定","","","","","","","",""
"isle","0","/aɪl/","","","","小岛，岛","","","","","","","",""
"plot","4120","/plɔt/","","","","情节；阴谋；小块土地","","","","","","","",""
"acquaint","1678","/əˈkweɪnt/","","（使）认识；（使）熟悉","","","","","","","","","",""
"revolve","2635","/rɪˈvɔlv/","（使）旋转","","","","","","","","","","",""
"ratio","11227","/ˈreɪʃɪəu/","","","","比，比率","","","","","","","",""
"steep","316","/stiːp/","","","","","陡峭的；（价格等）过高的；急剧的","","","","","","",""
"analogous","1647","/əˈnæləgəs/","","","","","类似的","","","","","","",""
"cookery","228","/ˈkukərɪ/","","","","烹调法","","","","","","","",""
"aggressive","14112","/əˈgresɪv/","","","","","侵犯的，侵略的；挑衅的；有进取心的，有冲劲的","","","","","","",""
"sinister","1689","/ˈsɪnɪstə(r)/","","","","","不吉祥的，凶兆的；险恶的，邪恶的","","","","","","",""
"refinement","1472","/rɪˈfaɪnmənt/","","","","精巧的附件，精制的改良品；精炼；文雅","","","","","","","",""
"solidarity","3872","/ˏsɔlɪˈdærətɪ/","","","","团结，一致","","","","","","","",""
"blank","165","/blæŋk/","","","","","空白的","","","","","","",""
"accessory","371","/əkˈsesərɪ/","","","","附件，零件；（尤指女性的）服装搭配物，装饰品；[律]同谋，帮凶","","","","","","","",""
"dean","0","/diːn/","","","","（基督教的）教长；（大学的）院长、系主任","","","","","","","",""
"compensate","5177","/ˈkɔmpenseɪt/","补偿，赔偿；弥补","","","","","","","","","","",""
"chest","24493","/tʃest/","","","","胸；金库，资金","","","","","","","",""
"overview","3160","/ˈəuvəvjuː/","","","","综览，概述","","","","","","","",""
"perplex","677","/pəˈpleks/","","使困惑；使复杂化","","","","","","","","","",""
"recognition","15262","/ˏrekəgˈnɪʃn/","","","","识别；认出；承认，确认，认可；赏识，表彰","","","","","","","",""
"render","8891","/ˈrendə(r)/","","使得，致使；给予，以……回报；提供；呈报，递交；表达；表演；翻译","","","","","","","","","",""
"reserved","1803","/rɪˈzɜːvd/","","","","","说话不多的，内向的；有所保留的，预订的","","","","","","",""
"unanimous","1960","/juːˈnænɪməs/","","","","","一致同意的；一致通过的","","","","","","",""
"transcribe","1807","/trænˈskraɪb/","","抄写，誊写；打印；转录","","","","","","","","","",""
"differ","11981","/ˈdɪfə(r)/","","","不同，相异；（在意见方面）发生分歧","","","","","","","","",""
"undertake","7610","/ˏʌndəˈteɪk/","承担（某事物），负起（某事物的）责任；同意或答应做某事","","","","","","","","","","",""
"recycle","4241","/ˏriːˈsaɪkl/","回收利用","","","","","","","","","","",""
"neutral","193","/ˈnjuːtrəl/","","","","","中立的；无明显特性的","","","","","","",""
"campus","19429","/ˈkæmpəs/","","","","校园","","","","","","","",""
"presentation","12337","/ˏpreznˈteɪʃn/","","","","赠送；赠品，礼物；授予，提供；显示；引荐，介绍；报告；表演，上演","","","","","","","",""
"residence","8158","/ˈrezɪdəns/","","","","住宅，住处；居住","","","","","","","",""
"mission","38949","/ˈmɪʃn/","","","","使命，任务；代表团，使团；传教，布道","","","","","","","",""
"emit","3655","/ɪˈmɪt/","","发出（光、热、声音等），射出，散发，排放","","","","","","","","","",""
"hamster","444","/ˈhæmstə(r)/","","","","仓鼠","","","","","","","",""
"sensible","3675","/ˈsensəbl/","","","","","明智的；合情理的；能觉察到的","","","","","","",""
"consequence","25157","/ˈkɔnsɪkwəns/","","","","结果，影响；重要意义","","","","","","","",""
"efficient","11273","/ɪˈfɪʃnt/","","","","","有效的，效率高的；有能力的，能胜任的","","","","","","",""
"inversion","859","/ɪnˈvɜːʃn/","","","","倒置，颠倒","","","","","","","",""
"elevate","3832","/ˈelɪveɪt/","","提升……的职位；举起；使更有修养","","","","","","","","","",""
"capable","15066","/ˈkeɪpəbl/","","","","","有能力的；能够的","","","","","","",""
"performance","64841","/pəˈfɔːməns/","","","","演出，表演；履行，执行；功能，性能表现","","","","","","","",""
"insulate","1502","/ˈɪnsjuleɪt/","","使绝缘，使隔热，使隔音；隔离；使隔绝（以免受到影响）","","","","","","","","","",""
"decorate","6513","/ˈdekəreɪt/","装饰，装潢，布置；授勋","","","","","","","","","","",""
"nationality","2581","/ˏnæʃəˈnælətɪ/","","","","国籍；民族","","","","","","","",""
"interfere","6091","/ˏɪntəˈfɪə(r)/","","","干涉，干扰，妨碍","","","","","","","","",""
"afflict","1660","/əˈflɪkt/","","使苦恼；折磨","","","","","","","","","",""
"maritime","1895","/ˈmærɪtaɪm/","","","","海的，海事的；海运的","","","","","","","",""
"formula","9597","/ˈfɔːmjulə/","","","","公式；配方；准则","","","","","","","",""
"therapy","17793","/ˈθerəpɪ/","","","","治疗，疗法","","","","","","","",""
"concession","5280","/kənˈseʃn/","","","","让步，迁就；特许权；承认，认可","","","","","","","",""
"relevant","13262","/ˈreləvənt/","","","","","有关的，相应的；适当的，中肯的；有重大意义的","","","","","","",""
"enfranchise","66","/ɪnˈfræntʃaɪz/","","给予……政治权利（尤指选举权）；解放（奴隶）","","","","","","","","","",""
"convert","1702","/kənˈvɜːt/","（使）改变信仰，皈依；（使）转变，（使）转化；改装","","","","","","","","","","",""
"tariff","2762","/ˈtærɪf/","","","","关税，税率；（旅馆、饭店等的）价目表","","","","","","","",""
"connection","29027","/kəˈnekʃn/","","","","连接；关系","","","","","","","",""
"leather","12294","/ˈleðə(r)/","","","","皮革，皮革制品","","","","","","","",""
"versus","11100","/ˈvɜːsəs/","","","","","","","与……相对，对抗","","","","",""
"wretch","255","/retʃ/","","","","不幸的人","","","","","","","",""
"acceptable","9329","/əkˈseptəbl/","","","","","可接受的","","","","","","",""
"autobiography","2949","/ˏɔːtəbaɪˈɔgrəfɪ/","","","","自传","","","","","","","",""
"extrovert","159","/ˈekstrəvɜːt/","","","","性格外向的人；爱交际的人","","","","","","","",""
"hang","537","/hæŋ/","悬挂，吊，垂下；吊死，绞死","","","","","","","","","","",""
"harmony","5821","/ˈhɑːmənɪ/","","","","相符，一致；和谐，融洽；[音]和声","","","","","","","",""
"hospitable","767","/hɔˈspɪtəbl/","","","","","好客的，殷勤的，热情友好的；（气候、环境）宜人的；（对新思想等）易接受的，开通的","","","","","","",""
"inflate","1952","/ɪnˈfleɪt/","使充气，使膨胀；使得意，使骄傲；抬高（物价），使（通货）膨胀","","","","","","","","","","",""
"influential","6661","/ˏɪnfluˈenʃl/","","","","","有影响力的；有权势的","","","","","","",""
"insane","3484","/ɪnˈseɪn/","","","","","蠢极的，荒唐的；（患）精神病的，精神失常的，疯狂的","","","","","","",""
"inscribe","1851","/ɪnˈskraɪb/","（在某物上）写、题、铭刻；牢记，铭记","","","","","","","","","","",""
"hostel","691","/ˈhɔstl/","","","","（青年）招待所；学生宿舍","","","","","","","",""
"substance","17821","/ˈsʌbstəns/","","","","物质；实质","","","","","","","",""
"refectory","99","/rɪˈfektrɪ/","","","","（学院）餐厅，食堂","","","","","","","",""
"continuity","3642","/ˏkɔntɪˈnjuːətɪ/","","","","连续（性）；持续（性）","","","","","","","",""
"advantage","141","/ədˈvɑːntɪdʒ/","","","","优点；优势","","","","","","","",""
"tube","14434","/tjuːb/","","","","管道，试管；<英>地铁","","","","","","","",""
"beneficial","5469","/ˏbenɪˈfɪʃl/","","","","","有利的，有益的","","","","","","",""
"inhibit","2736","/ɪnˈhɪbɪt/","抑制，约束；起抑制作用","","","","","","","","","","",""
"vibrate","1721","/vaɪˈbreɪt/","（使）颤动","","","","","","","","","","",""
"inspire","16397","/ɪnˈspaɪə(r)/","","鼓舞，激起；给……以灵感","","","","","","","","","",""
